code,title,description,synonym
K588,Irritable bowel syndrome,"Irritable bowel syndrome (IBS) is a functional gastrointestinal disorder characterized by a group of symptoms that commonly include abdominal pain, abdominal bloating, and changes in the consistency of bowel movements. These symptoms may occur over a long time, sometimes for years. IBS can negatively affect quality of life and may result in missed school or work or reduced productivity at work. Disorders such as anxiety, major depression, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) are common among people with IBS.
The cause of IBS is not known but multiple factors have been proposed to lead to the condition. Theories include combinations of ""gut–brain axis"" problems, alterations in gut motility, visceral hypersensitivity, infections including small intestinal bacterial overgrowth, neurotransmitters, genetic factors, and food sensitivity. Onset may be triggered by a stressful life event, or an intestinal infection. In the latter case, it is called post-infectious irritable bowel syndrome.
Diagnosis is based on symptoms in the absence of worrisome features and once other potential conditions have been ruled out. Worrisome or ""alarm"" features include onset at greater than 50 years of age, weight loss, blood in the stool, or a family history of inflammatory bowel disease. Other conditions that may present similarly include celiac disease, microscopic colitis, inflammatory bowel disease, bile acid malabsorption, and colon cancer.
Treatment of IBS is carried out to improve symptoms. This may include dietary changes, medication, probiotics, and counseling. Dietary measures include increasing soluble fiber intake, or a diet low in fermentable oligosaccharides, disaccharides, monosaccharides, and polyols (FODMAPs). The ""low FODMAP"" diet is meant for short to medium term use and is not intended as a life-long therapy. The medication loperamide may be used to help with diarrhea while laxatives may be used to help with constipation. There is strong clinical-trial evidence for the use of antidepressants, often in lower doses than that used for depression or anxiety, even in patients without comorbid mood disorder. Tricyclic antidepressants such as amitriptyline or nortriptyline and medications from the selective serotonin reuptake inhibitor (SSRI) group may improve overall symptoms and reduce pain. Patient education and a good doctor–patient relationship are an important part of care.
About 10–15% of people in the developed world are believed to be affected by IBS. The prevalence varies according to country (from 1.1% to 45.0%) and criteria used to define IBS; the average global prevalence is 11.2%. It is more common in South America and less common in Southeast Asia. In the Western world, it is twice as common in women as men and typically occurs before age 45. However, women in East Asia are not more likely than their male counterparts to have IBS, indicating much lower rates among East Asian women. Similarly, men from South America, South Asia and Africa are just as likely to have IBS as women in those regions, if not more so. The condition appears to become less common with age. IBS does not affect life expectancy or lead to other serious diseases. The first description of the condition was in 1820, while the current term irritable bowel syndrome came into use in 1944.",irritable bowel syndrome; abdominal pain; abdominal bloating; changes in bowel movements; anxiety; major depression; myalgic encephalomyelitis/chronic fatigue syndrome; post-infectious irritable bowel syndrome; visceral hypersensitivity; infections including small intestinal bacterial overgrowth; neurotransmitters; genetic factors; food sensitivity; weight loss; blood in the stool; family history of inflammatory bowel disease.
K589,Irritable bowel syndrome,"Irritable bowel syndrome (IBS) is a functional gastrointestinal disorder characterized by a group of symptoms that commonly include abdominal pain, abdominal bloating, and changes in the consistency of bowel movements. These symptoms may occur over a long time, sometimes for years. IBS can negatively affect quality of life and may result in missed school or work or reduced productivity at work. Disorders such as anxiety, major depression, and myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) are common among people with IBS.
The cause of IBS is not known but multiple factors have been proposed to lead to the condition. Theories include combinations of ""gut–brain axis"" problems, alterations in gut motility, visceral hypersensitivity, infections including small intestinal bacterial overgrowth, neurotransmitters, genetic factors, and food sensitivity. Onset may be triggered by a stressful life event, or an intestinal infection. In the latter case, it is called post-infectious irritable bowel syndrome.
Diagnosis is based on symptoms in the absence of worrisome features and once other potential conditions have been ruled out. Worrisome or ""alarm"" features include onset at greater than 50 years of age, weight loss, blood in the stool, or a family history of inflammatory bowel disease. Other conditions that may present similarly include celiac disease, microscopic colitis, inflammatory bowel disease, bile acid malabsorption, and colon cancer.
Treatment of IBS is carried out to improve symptoms. This may include dietary changes, medication, probiotics, and counseling. Dietary measures include increasing soluble fiber intake, or a diet low in fermentable oligosaccharides, disaccharides, monosaccharides, and polyols (FODMAPs). The ""low FODMAP"" diet is meant for short to medium term use and is not intended as a life-long therapy. The medication loperamide may be used to help with diarrhea while laxatives may be used to help with constipation. There is strong clinical-trial evidence for the use of antidepressants, often in lower doses than that used for depression or anxiety, even in patients without comorbid mood disorder. Tricyclic antidepressants such as amitriptyline or nortriptyline and medications from the selective serotonin reuptake inhibitor (SSRI) group may improve overall symptoms and reduce pain. Patient education and a good doctor–patient relationship are an important part of care.
About 10–15% of people in the developed world are believed to be affected by IBS. The prevalence varies according to country (from 1.1% to 45.0%) and criteria used to define IBS; the average global prevalence is 11.2%. It is more common in South America and less common in Southeast Asia. In the Western world, it is twice as common in women as men and typically occurs before age 45. However, women in East Asia are not more likely than their male counterparts to have IBS, indicating much lower rates among East Asian women. Similarly, men from South America, South Asia and Africa are just as likely to have IBS as women in those regions, if not more so. The condition appears to become less common with age. IBS does not affect life expectancy or lead to other serious diseases. The first description of the condition was in 1820, while the current term irritable bowel syndrome came into use in 1944.",abdominal pain; abdominal bloating; changes in the consistency of bowel movements; anxiety; major depression; myalgic encephalomyelitis/chronic fatigue syndrome (me/cfs); nervous system dysfunction; infections including small intestinal bacterial overgrowth; neurotransmitters; gastrointestinal motility; visceral hypersensitivity; food sensitivities.
K5900,Constipation,"Constipation is a bowel dysfunction that makes bowel movements infrequent or hard to pass. The stool is often hard and dry. Other symptoms may include abdominal pain, bloating, and feeling as if one has not completely passed the bowel movement. Complications from constipation may include hemorrhoids, anal fissure or fecal impaction. The normal frequency of bowel movements in adults is between three per day and three per week. Babies often have three to four bowel movements per day while young children typically have two to three per day.
Constipation has many causes. Common causes include slow movement of stool within the colon, irritable bowel syndrome, and pelvic floor disorders. Underlying associated diseases include hypothyroidism, diabetes, Parkinson's disease, celiac disease, non-celiac gluten sensitivity, vitamin B12 deficiency, colon cancer, diverticulitis, and inflammatory bowel disease. Medications associated with constipation include opioids, certain antacids, calcium channel blockers, and anticholinergics. Of those taking opioids about 90% develop constipation. Constipation is more concerning when there is weight loss or anemia, blood is present in the stool, there is a history of inflammatory bowel disease or colon cancer in a person's family, or it is of new onset in someone who is older.
Treatment of constipation depends on the underlying cause and the duration that it has been present. Measures that may help include drinking enough fluids, eating more fiber, consumption of honey and exercise. If this is not effective, laxatives of the bulk-forming agent, osmotic agent, stool softener, or lubricant type may be recommended. Stimulant laxatives are generally reserved for when other types are not effective. Other treatments may include biofeedback or in rare cases surgery.
In the general population rates of constipation are 2–30 percent. Among elderly people living in a care home the rate of constipation is 50–75 percent. People in the United States spend more than US$250 million on medications for constipation a year.","here are the symptoms of constipation listed separated by semicolons:

constipation; abdominal pain; bloating; feeling as if one has not completely passed the bowel movement; hard and dry stool; hemorrhoids; anal fissure; fecal impaction; weight loss; anemia; blood in the stool; history of inflammatory bowel disease or colon cancer; new onset constipation."
K5901,Constipation,"Constipation is a bowel dysfunction that makes bowel movements infrequent or hard to pass. The stool is often hard and dry. Other symptoms may include abdominal pain, bloating, and feeling as if one has not completely passed the bowel movement. Complications from constipation may include hemorrhoids, anal fissure or fecal impaction. The normal frequency of bowel movements in adults is between three per day and three per week. Babies often have three to four bowel movements per day while young children typically have two to three per day.
Constipation has many causes. Common causes include slow movement of stool within the colon, irritable bowel syndrome, and pelvic floor disorders. Underlying associated diseases include hypothyroidism, diabetes, Parkinson's disease, celiac disease, non-celiac gluten sensitivity, vitamin B12 deficiency, colon cancer, diverticulitis, and inflammatory bowel disease. Medications associated with constipation include opioids, certain antacids, calcium channel blockers, and anticholinergics. Of those taking opioids about 90% develop constipation. Constipation is more concerning when there is weight loss or anemia, blood is present in the stool, there is a history of inflammatory bowel disease or colon cancer in a person's family, or it is of new onset in someone who is older.
Treatment of constipation depends on the underlying cause and the duration that it has been present. Measures that may help include drinking enough fluids, eating more fiber, consumption of honey and exercise. If this is not effective, laxatives of the bulk-forming agent, osmotic agent, stool softener, or lubricant type may be recommended. Stimulant laxatives are generally reserved for when other types are not effective. Other treatments may include biofeedback or in rare cases surgery.
In the general population rates of constipation are 2–30 percent. Among elderly people living in a care home the rate of constipation is 50–75 percent. People in the United States spend more than US$250 million on medications for constipation a year.","here are the symptoms separated by semicolons:

constipation; abdominal pain; bloating; feeling as if one has not completely passed the bowel movement; hard and dry stool; hemorrhoids; anal fissure or fecal impaction; hypothyroidism; diabetes; parkinson's disease; celiac disease; non-celiac gluten sensitivity; vitamin b12 deficiency; colon cancer; diverticulitis; inflammatory bowel disease; weight loss; anemia; blood in the stool; history of inflammatory bowel disease or colon cancer in family; new onset constipation; weight loss."
K5902,Constipation,"Constipation is a bowel dysfunction that makes bowel movements infrequent or hard to pass. The stool is often hard and dry. Other symptoms may include abdominal pain, bloating, and feeling as if one has not completely passed the bowel movement. Complications from constipation may include hemorrhoids, anal fissure or fecal impaction. The normal frequency of bowel movements in adults is between three per day and three per week. Babies often have three to four bowel movements per day while young children typically have two to three per day.
Constipation has many causes. Common causes include slow movement of stool within the colon, irritable bowel syndrome, and pelvic floor disorders. Underlying associated diseases include hypothyroidism, diabetes, Parkinson's disease, celiac disease, non-celiac gluten sensitivity, vitamin B12 deficiency, colon cancer, diverticulitis, and inflammatory bowel disease. Medications associated with constipation include opioids, certain antacids, calcium channel blockers, and anticholinergics. Of those taking opioids about 90% develop constipation. Constipation is more concerning when there is weight loss or anemia, blood is present in the stool, there is a history of inflammatory bowel disease or colon cancer in a person's family, or it is of new onset in someone who is older.
Treatment of constipation depends on the underlying cause and the duration that it has been present. Measures that may help include drinking enough fluids, eating more fiber, consumption of honey and exercise. If this is not effective, laxatives of the bulk-forming agent, osmotic agent, stool softener, or lubricant type may be recommended. Stimulant laxatives are generally reserved for when other types are not effective. Other treatments may include biofeedback or in rare cases surgery.
In the general population rates of constipation are 2–30 percent. Among elderly people living in a care home the rate of constipation is 50–75 percent. People in the United States spend more than US$250 million on medications for constipation a year.","here are the symptoms separated by semicolons:

constipation; hard and dry stool; abdominal pain; bloating; feeling as if one has not completely passed bowel movement.

babies' bowel movements; three to four per day; two to three per day.
weight loss; anemia; blood in stool."
K5903,Constipation,"Constipation is a bowel dysfunction that makes bowel movements infrequent or hard to pass. The stool is often hard and dry. Other symptoms may include abdominal pain, bloating, and feeling as if one has not completely passed the bowel movement. Complications from constipation may include hemorrhoids, anal fissure or fecal impaction. The normal frequency of bowel movements in adults is between three per day and three per week. Babies often have three to four bowel movements per day while young children typically have two to three per day.
Constipation has many causes. Common causes include slow movement of stool within the colon, irritable bowel syndrome, and pelvic floor disorders. Underlying associated diseases include hypothyroidism, diabetes, Parkinson's disease, celiac disease, non-celiac gluten sensitivity, vitamin B12 deficiency, colon cancer, diverticulitis, and inflammatory bowel disease. Medications associated with constipation include opioids, certain antacids, calcium channel blockers, and anticholinergics. Of those taking opioids about 90% develop constipation. Constipation is more concerning when there is weight loss or anemia, blood is present in the stool, there is a history of inflammatory bowel disease or colon cancer in a person's family, or it is of new onset in someone who is older.
Treatment of constipation depends on the underlying cause and the duration that it has been present. Measures that may help include drinking enough fluids, eating more fiber, consumption of honey and exercise. If this is not effective, laxatives of the bulk-forming agent, osmotic agent, stool softener, or lubricant type may be recommended. Stimulant laxatives are generally reserved for when other types are not effective. Other treatments may include biofeedback or in rare cases surgery.
In the general population rates of constipation are 2–30 percent. Among elderly people living in a care home the rate of constipation is 50–75 percent. People in the United States spend more than US$250 million on medications for constipation a year.","here are the symptoms listed separated by semicolons:

abdominal pain; bloating; feeling as if one has not completely passed the bowel movement; fatigue; difficulty passing gas; fecal impaction; food cravings or aversions; frequency of urination; irritability; joint pain; knee pain; leg cramps; mild to severe pain in the lower back; nausea and vomiting; pelvic pain; pressure or fullness sensation; rectal bleeding; risk of bowel obstruction; shortness of breath; sore throat; swelling of the abdomen; thirst; weak or brittle bones"
K5904,Constipation,"Constipation is a bowel dysfunction that makes bowel movements infrequent or hard to pass. The stool is often hard and dry. Other symptoms may include abdominal pain, bloating, and feeling as if one has not completely passed the bowel movement. Complications from constipation may include hemorrhoids, anal fissure or fecal impaction. The normal frequency of bowel movements in adults is between three per day and three per week. Babies often have three to four bowel movements per day while young children typically have two to three per day.
Constipation has many causes. Common causes include slow movement of stool within the colon, irritable bowel syndrome, and pelvic floor disorders. Underlying associated diseases include hypothyroidism, diabetes, Parkinson's disease, celiac disease, non-celiac gluten sensitivity, vitamin B12 deficiency, colon cancer, diverticulitis, and inflammatory bowel disease. Medications associated with constipation include opioids, certain antacids, calcium channel blockers, and anticholinergics. Of those taking opioids about 90% develop constipation. Constipation is more concerning when there is weight loss or anemia, blood is present in the stool, there is a history of inflammatory bowel disease or colon cancer in a person's family, or it is of new onset in someone who is older.
Treatment of constipation depends on the underlying cause and the duration that it has been present. Measures that may help include drinking enough fluids, eating more fiber, consumption of honey and exercise. If this is not effective, laxatives of the bulk-forming agent, osmotic agent, stool softener, or lubricant type may be recommended. Stimulant laxatives are generally reserved for when other types are not effective. Other treatments may include biofeedback or in rare cases surgery.
In the general population rates of constipation are 2–30 percent. Among elderly people living in a care home the rate of constipation is 50–75 percent. People in the United States spend more than US$250 million on medications for constipation a year.","here are the symptoms separated by semicolons:

constipation; abdominal pain; bloating; feeling as if one has not completely passed the bowel movement; hemorrhoids; anal fissure; fecal impaction; weight loss; anemia; blood in the stool; history of inflammatory bowel disease or colon cancer in family; new onset of constipation in someone older."
K5909,Constipation,"Constipation is a bowel dysfunction that makes bowel movements infrequent or hard to pass. The stool is often hard and dry. Other symptoms may include abdominal pain, bloating, and feeling as if one has not completely passed the bowel movement. Complications from constipation may include hemorrhoids, anal fissure or fecal impaction. The normal frequency of bowel movements in adults is between three per day and three per week. Babies often have three to four bowel movements per day while young children typically have two to three per day.
Constipation has many causes. Common causes include slow movement of stool within the colon, irritable bowel syndrome, and pelvic floor disorders. Underlying associated diseases include hypothyroidism, diabetes, Parkinson's disease, celiac disease, non-celiac gluten sensitivity, vitamin B12 deficiency, colon cancer, diverticulitis, and inflammatory bowel disease. Medications associated with constipation include opioids, certain antacids, calcium channel blockers, and anticholinergics. Of those taking opioids about 90% develop constipation. Constipation is more concerning when there is weight loss or anemia, blood is present in the stool, there is a history of inflammatory bowel disease or colon cancer in a person's family, or it is of new onset in someone who is older.
Treatment of constipation depends on the underlying cause and the duration that it has been present. Measures that may help include drinking enough fluids, eating more fiber, consumption of honey and exercise. If this is not effective, laxatives of the bulk-forming agent, osmotic agent, stool softener, or lubricant type may be recommended. Stimulant laxatives are generally reserved for when other types are not effective. Other treatments may include biofeedback or in rare cases surgery.
In the general population rates of constipation are 2–30 percent. Among elderly people living in a care home the rate of constipation is 50–75 percent. People in the United States spend more than US$250 million on medications for constipation a year.","here are the symptoms separated by semicolons:

constipation; abdominal pain; bloating; feeling as if one has not completely passed the bowel movement; hemorrhoids; anal fissure; fecal impaction; weight loss; anemia; blood in the stool; history of inflammatory bowel disease or colon cancer; new onset in someone who is older"
K650,Peritonitis,"Peritonitis is inflammation of the localized or generalized peritoneum, the lining of the inner wall of the abdomen and covering of the abdominal organs. Symptoms may include severe pain, swelling of the abdomen, fever, or weight loss. One part or the entire abdomen may be tender. Complications may include shock and acute respiratory distress syndrome.
Causes include perforation of the intestinal tract, pancreatitis, pelvic inflammatory disease, stomach ulcer, cirrhosis, a ruptured appendix or even a perforated gallbladder. Risk factors include ascites (the abnormal build-up of fluid in the abdomen) and peritoneal dialysis. Diagnosis is generally based on examination, blood tests, and medical imaging.
Treatment often includes antibiotics, intravenous fluids, pain medication, and surgery. Other measures may include a nasogastric tube or blood transfusion. Without treatment death may occur within a few days. About 20% of people with cirrhosis who are hospitalized have peritonitis.","severe pain; swelling of the abdomen; fever; weight loss; abdominal tenderness
shock; acute respiratory distress syndrome
perforation of intestinal tract; pancreatitis; pelvic inflammatory disease; stomach ulcer; cirrhosis; ruptured appendix or perforated gallbladder; ascites
nasogastric tube"
K651,Peritonitis,"Peritonitis is inflammation of the localized or generalized peritoneum, the lining of the inner wall of the abdomen and covering of the abdominal organs. Symptoms may include severe pain, swelling of the abdomen, fever, or weight loss. One part or the entire abdomen may be tender. Complications may include shock and acute respiratory distress syndrome.
Causes include perforation of the intestinal tract, pancreatitis, pelvic inflammatory disease, stomach ulcer, cirrhosis, a ruptured appendix or even a perforated gallbladder. Risk factors include ascites (the abnormal build-up of fluid in the abdomen) and peritoneal dialysis. Diagnosis is generally based on examination, blood tests, and medical imaging.
Treatment often includes antibiotics, intravenous fluids, pain medication, and surgery. Other measures may include a nasogastric tube or blood transfusion. Without treatment death may occur within a few days. About 20% of people with cirrhosis who are hospitalized have peritonitis.",severe pain; swelling of the abdomen; fever; weight loss; tenderness in one part or the entire abdomen; shock; acute respiratory distress syndrome; ascites; perforation of the intestinal tract; pancreatitis; pelvic inflammatory disease; stomach ulcer; cirrhosis; ruptured appendix; perforated gallbladder; peritoneal dialysis.
K652,Peritonitis,"Peritonitis is inflammation of the localized or generalized peritoneum, the lining of the inner wall of the abdomen and covering of the abdominal organs. Symptoms may include severe pain, swelling of the abdomen, fever, or weight loss. One part or the entire abdomen may be tender. Complications may include shock and acute respiratory distress syndrome.
Causes include perforation of the intestinal tract, pancreatitis, pelvic inflammatory disease, stomach ulcer, cirrhosis, a ruptured appendix or even a perforated gallbladder. Risk factors include ascites (the abnormal build-up of fluid in the abdomen) and peritoneal dialysis. Diagnosis is generally based on examination, blood tests, and medical imaging.
Treatment often includes antibiotics, intravenous fluids, pain medication, and surgery. Other measures may include a nasogastric tube or blood transfusion. Without treatment death may occur within a few days. About 20% of people with cirrhosis who are hospitalized have peritonitis.",severe pain; swelling of the abdomen; fever; weight loss; tenderness in one or more parts of the abdomen; shock; acute respiratory distress syndrome; abdominal fluid build-up (ascites); pancreatitis; pelvic inflammatory disease; stomach ulcer; ruptured appendix; perforated gallbladder; peritoneal dialysis.
K653,Peritonitis,"Peritonitis is inflammation of the localized or generalized peritoneum, the lining of the inner wall of the abdomen and covering of the abdominal organs. Symptoms may include severe pain, swelling of the abdomen, fever, or weight loss. One part or the entire abdomen may be tender. Complications may include shock and acute respiratory distress syndrome.
Causes include perforation of the intestinal tract, pancreatitis, pelvic inflammatory disease, stomach ulcer, cirrhosis, a ruptured appendix or even a perforated gallbladder. Risk factors include ascites (the abnormal build-up of fluid in the abdomen) and peritoneal dialysis. Diagnosis is generally based on examination, blood tests, and medical imaging.
Treatment often includes antibiotics, intravenous fluids, pain medication, and surgery. Other measures may include a nasogastric tube or blood transfusion. Without treatment death may occur within a few days. About 20% of people with cirrhosis who are hospitalized have peritonitis.",severe pain; swelling of the abdomen; fever; weight loss; one part or the entire abdomen tender; shock; acute respiratory distress syndrome; abdominal pain and tenderness; ascites; rupture of the appendix; perforated gallbladder; pancreatitis; peritonitis; abdominal distension; fluid build-up in the abdomen.
K654,Peritonitis,"Peritonitis is inflammation of the localized or generalized peritoneum, the lining of the inner wall of the abdomen and covering of the abdominal organs. Symptoms may include severe pain, swelling of the abdomen, fever, or weight loss. One part or the entire abdomen may be tender. Complications may include shock and acute respiratory distress syndrome.
Causes include perforation of the intestinal tract, pancreatitis, pelvic inflammatory disease, stomach ulcer, cirrhosis, a ruptured appendix or even a perforated gallbladder. Risk factors include ascites (the abnormal build-up of fluid in the abdomen) and peritoneal dialysis. Diagnosis is generally based on examination, blood tests, and medical imaging.
Treatment often includes antibiotics, intravenous fluids, pain medication, and surgery. Other measures may include a nasogastric tube or blood transfusion. Without treatment death may occur within a few days. About 20% of people with cirrhosis who are hospitalized have peritonitis.",severe pain; swelling of the abdomen; fever; weight loss; tenderness in one or entire abdomen; shock; acute respiratory distress syndrome; ascites; perforated intestine; pancreatitis; pelvic inflammatory disease; stomach ulcer; cirrhosis; ruptured appendix; perforated gallbladder.
K658,Peritonitis,"Peritonitis is inflammation of the localized or generalized peritoneum, the lining of the inner wall of the abdomen and covering of the abdominal organs. Symptoms may include severe pain, swelling of the abdomen, fever, or weight loss. One part or the entire abdomen may be tender. Complications may include shock and acute respiratory distress syndrome.
Causes include perforation of the intestinal tract, pancreatitis, pelvic inflammatory disease, stomach ulcer, cirrhosis, a ruptured appendix or even a perforated gallbladder. Risk factors include ascites (the abnormal build-up of fluid in the abdomen) and peritoneal dialysis. Diagnosis is generally based on examination, blood tests, and medical imaging.
Treatment often includes antibiotics, intravenous fluids, pain medication, and surgery. Other measures may include a nasogastric tube or blood transfusion. Without treatment death may occur within a few days. About 20% of people with cirrhosis who are hospitalized have peritonitis.",severe pain; swelling of the abdomen; fever; weight loss; one part or entire abdomen tender; shock; acute respiratory distress syndrome; ascites; peritoneal dialysis; perforated intestinal tract; pancreatitis; pelvic inflammatory disease; stomach ulcer; ruptured appendix; perforated gallbladder; cirrhosis.
K659,Peritonitis,"Peritonitis is inflammation of the localized or generalized peritoneum, the lining of the inner wall of the abdomen and covering of the abdominal organs. Symptoms may include severe pain, swelling of the abdomen, fever, or weight loss. One part or the entire abdomen may be tender. Complications may include shock and acute respiratory distress syndrome.
Causes include perforation of the intestinal tract, pancreatitis, pelvic inflammatory disease, stomach ulcer, cirrhosis, a ruptured appendix or even a perforated gallbladder. Risk factors include ascites (the abnormal build-up of fluid in the abdomen) and peritoneal dialysis. Diagnosis is generally based on examination, blood tests, and medical imaging.
Treatment often includes antibiotics, intravenous fluids, pain medication, and surgery. Other measures may include a nasogastric tube or blood transfusion. Without treatment death may occur within a few days. About 20% of people with cirrhosis who are hospitalized have peritonitis.",severe pain; swelling of the abdomen; fever; weight loss; one part or entire abdomen tender; shock; acute respiratory distress syndrome; abdominal pain; ascites; peritoneal dialysis; cirrhosis; perforated appendix; rupture of a ruptured appendix; stomach ulcer; blood in stool; fever and chills.
K700,Alcoholic liver disease,"Alcoholic liver disease (ALD), also called alcohol-related liver disease (ARLD), is a term that encompasses the liver manifestations of alcohol overconsumption, including fatty liver, alcoholic hepatitis, and chronic hepatitis with liver fibrosis or cirrhosis.
It is the major cause of liver disease in Western countries, and is the leading cause of death from excessive drinking. Although steatosis (fatty liver disease) will develop in any individual who consumes a large quantity of alcoholic beverages over a long period of time, this process is transient and reversible. More than 90% of all heavy drinkers develop fatty liver whilst about 25% develop the more severe alcoholic hepatitis, and 15% liver cirrhosis.
For patients with chronic hepatitis B, a strict adherence to abstinence from alcohol is highly recommended.",fatty liver; alcoholic hepatitis; liver fibrosis; liver cirrhosis; steatosis
K7010,Alcoholic hepatitis,"Alcoholic hepatitis is hepatitis (inflammation of the liver) due to excessive intake of alcohol. Patients typically have a history of at least 10 years of heavy alcohol intake, typically 8–10 drinks per day. It is usually found in association with fatty liver, an early stage of alcoholic liver disease, and may contribute to the progression of fibrosis, leading to cirrhosis. Symptoms may present acutely after a large amount of alcoholic intake in a short time period, or after years of excess alcohol intake. Signs and symptoms of alcoholic hepatitis include jaundice (yellowing of the skin and eyes), ascites (fluid accumulation in the abdominal cavity), fatigue and hepatic encephalopathy (brain dysfunction due to liver failure). Mild cases are self-limiting, but severe cases have a high risk of death. Severity in alcoholic hepatitis is determined several clinical prediction models such as the Maddrey's Discriminant Function and the MELD score.
Severe cases may be treated with glucocorticoids with a response rate of about 60%. The condition often comes on suddenly and may progress in severity very rapidly.

",jaundice; ascites; fatigue; hepatic encephalopathy; spontaneous recovery; severe cases with rapid progression
K7011,Alcoholic hepatitis,"Alcoholic hepatitis is hepatitis (inflammation of the liver) due to excessive intake of alcohol. Patients typically have a history of at least 10 years of heavy alcohol intake, typically 8–10 drinks per day. It is usually found in association with fatty liver, an early stage of alcoholic liver disease, and may contribute to the progression of fibrosis, leading to cirrhosis. Symptoms may present acutely after a large amount of alcoholic intake in a short time period, or after years of excess alcohol intake. Signs and symptoms of alcoholic hepatitis include jaundice (yellowing of the skin and eyes), ascites (fluid accumulation in the abdominal cavity), fatigue and hepatic encephalopathy (brain dysfunction due to liver failure). Mild cases are self-limiting, but severe cases have a high risk of death. Severity in alcoholic hepatitis is determined several clinical prediction models such as the Maddrey's Discriminant Function and the MELD score.
Severe cases may be treated with glucocorticoids with a response rate of about 60%. The condition often comes on suddenly and may progress in severity very rapidly.

",jaundice; ascites; fatigue; hepatic encephalopathy
K810,Cholecystitis,"Cholecystitis is inflammation of the gallbladder. Symptoms include right upper abdominal pain, pain in the right shoulder, nausea, vomiting, and occasionally fever. Often gallbladder attacks (biliary colic) precede acute cholecystitis. The pain lasts longer in cholecystitis than in a typical gallbladder attack. Without appropriate treatment, recurrent episodes of cholecystitis are common. Complications of acute cholecystitis include gallstone pancreatitis, common bile duct stones, or inflammation of the common bile duct.
More than 90% of the time acute cholecystitis is caused from blockage of the cystic duct by a gallstone. Risk factors for gallstones include birth control pills, pregnancy, a family history of gallstones, obesity, diabetes, liver disease, or rapid weight loss. Occasionally, acute cholecystitis occurs as a result of vasculitis or chemotherapy, or during recovery from major trauma or burns. Cholecystitis is suspected based on symptoms and laboratory testing. Abdominal ultrasound is then typically used to confirm the diagnosis.
Treatment is usually with laparoscopic gallbladder removal, within 24 hours if possible. Taking pictures of the bile ducts during the surgery is recommended. The routine use of antibiotics is controversial. They are recommended if surgery cannot occur in a timely manner or if the case is complicated. Stones in the common bile duct can be removed before surgery by endoscopic retrograde cholangiopancreatography (ERCP) or during surgery. Complications from surgery are rare. In people unable to have surgery, gallbladder drainage may be tried.
About 10–15% of adults in the developed world have gallstones. Women more commonly have stones than men and they occur more commonly after age 40. Certain ethnic groups are more often affected; for example, 48% of American Indians have gallstones. Of all people with stones, 1–4% have biliary colic each year. If untreated, about 20% of people with biliary colic develop acute cholecystitis. Once the gallbladder is removed outcomes are generally good. Without treatment, chronic cholecystitis may occur. The word is from Greek, cholecyst- meaning ""gallbladder"" and -itis meaning ""inflammation"".

","here are the symptoms separated by semicolons:

right upper abdominal pain; pain in right shoulder; nausea; vomiting; occasional fever; recurrent episodes of cholecystitis; blockage of cystic duct by gallstone; vasculitis; chemotherapy; rapid weight loss; common bile duct stones; inflammation of common bile duct"
K811,Cholecystitis,"Cholecystitis is inflammation of the gallbladder. Symptoms include right upper abdominal pain, pain in the right shoulder, nausea, vomiting, and occasionally fever. Often gallbladder attacks (biliary colic) precede acute cholecystitis. The pain lasts longer in cholecystitis than in a typical gallbladder attack. Without appropriate treatment, recurrent episodes of cholecystitis are common. Complications of acute cholecystitis include gallstone pancreatitis, common bile duct stones, or inflammation of the common bile duct.
More than 90% of the time acute cholecystitis is caused from blockage of the cystic duct by a gallstone. Risk factors for gallstones include birth control pills, pregnancy, a family history of gallstones, obesity, diabetes, liver disease, or rapid weight loss. Occasionally, acute cholecystitis occurs as a result of vasculitis or chemotherapy, or during recovery from major trauma or burns. Cholecystitis is suspected based on symptoms and laboratory testing. Abdominal ultrasound is then typically used to confirm the diagnosis.
Treatment is usually with laparoscopic gallbladder removal, within 24 hours if possible. Taking pictures of the bile ducts during the surgery is recommended. The routine use of antibiotics is controversial. They are recommended if surgery cannot occur in a timely manner or if the case is complicated. Stones in the common bile duct can be removed before surgery by endoscopic retrograde cholangiopancreatography (ERCP) or during surgery. Complications from surgery are rare. In people unable to have surgery, gallbladder drainage may be tried.
About 10–15% of adults in the developed world have gallstones. Women more commonly have stones than men and they occur more commonly after age 40. Certain ethnic groups are more often affected; for example, 48% of American Indians have gallstones. Of all people with stones, 1–4% have biliary colic each year. If untreated, about 20% of people with biliary colic develop acute cholecystitis. Once the gallbladder is removed outcomes are generally good. Without treatment, chronic cholecystitis may occur. The word is from Greek, cholecyst- meaning ""gallbladder"" and -itis meaning ""inflammation"".

","here are the symptoms separated by semicolons:

right upper abdominal pain; pain in the right shoulder; nausea; vomiting; fever; gallbladder attacks (biliary colic); recurrent episodes of cholecystitis; blockage of the cystic duct by a gallstone; vasculitis; chemotherapy; major trauma or burns; recovery from major surgery; stones in the common bile duct"
